CIDADE;INEP;NOME DA ESCOLA;EDICAO;CLASSIFICACAO;INICIAL;INTERMEDIARIO;FINAL;PROFICIENCIA
FORTALEZA;23074086;ESCOLA MUNICIPAL MARIETA GUEDES MARTINS;2018;Critico;41;45;47;253
FORTALEZA;23074086;ESCOLA MUNICIPAL MARIETA GUEDES MARTINS;2019;Critico;39;44;45;245
FORTALEZA;23074086;ESCOLA MUNICIPAL MARIETA GUEDES MARTINS;2022;Critico;37;41;42;231
FORTALEZA;23206152;ESCOLA MUNICIPAL MARILENE LOPES RABELO;2022;Critico;37;41;42;227
FORTALEZA;23074124;ESCOLA MUNICIPAL MARTHA DOS MARTINS COELHO GUILHERME;2018;Critico;36;40;42;227
FORTALEZA;23074124;ESCOLA MUNICIPAL MARTHA DOS MARTINS COELHO GUILHERME;2019;Critico;38;42;43;236
FORTALEZA;23074124;ESCOLA MUNICIPAL MARTHA DOS MARTINS COELHO GUILHERME;2022;Critico;39;43;44;242
FORTALEZA;23073080;ESCOLA MUNICIPAL MONSENHOR LINHARES;2018;Critico;41;46;47;256
FORTALEZA;23073080;ESCOLA MUNICIPAL MONSENHOR LINHARES;2019;Critico;41;46;47;258
FORTALEZA;23073080;ESCOLA MUNICIPAL MONSENHOR LINHARES;2022;Muito Critico;36;40;41;225
FORTALEZA;23074876;ESCOLA MUNICIPAL MOURA BRASIL;2018;Critico;39;44;45;245
FORTALEZA;23074876;ESCOLA MUNICIPAL MOURA BRASIL;2019;Critico;39;43;44;242
FORTALEZA;23074876;ESCOLA MUNICIPAL MOURA BRASIL;2022;Critico;37;42;43;233
FORTALEZA;23302615;ESCOLA MUNICIPAL NARCISO PESSOA DE ARAUJO;2018;Critico;38;42;43;233
FORTALEZA;23302615;ESCOLA MUNICIPAL NARCISO PESSOA DE ARAUJO;2019;Critico;37;42;43;233
FORTALEZA;23302615;ESCOLA MUNICIPAL NARCISO PESSOA DE ARAUJO;2022;Critico;38;42;43;234
FORTALEZA;23273755;ESCOLA MUNICIPAL NELSON MANDELA;2019;Critico;39;43;45;243
FORTALEZA;23075120;ESCOLA MUNICIPAL NILSON HOLANDA;2018;Critico;41;45;47;254
FORTALEZA;23075120;ESCOLA MUNICIPAL NILSON HOLANDA;2019;Critico;40;44;46;248
FORTALEZA;23075120;ESCOLA MUNICIPAL NILSON HOLANDA;2022;Critico;38;42;44;238
FORTALEZA;23255889;ESCOLA MUNICIPAL NOSSA SENHORA DO PERPETUO SOCORRO;2018;Critico;38;43;44;239
FORTALEZA;23255889;ESCOLA MUNICIPAL NOSSA SENHORA DO PERPETUO SOCORRO;2019;Critico;39;43;44;241
FORTALEZA;23255889;ESCOLA MUNICIPAL NOSSA SENHORA DO PERPETUO SOCORRO;2022;Critico;39;43;45;243
FORTALEZA;23264209;ESCOLA MUNICIPAL ODILON GONZAGA BRAVEZA;2018;Intermediario;45;50;51;278
FORTALEZA;23264209;ESCOLA MUNICIPAL ODILON GONZAGA BRAVEZA;2019;Critico;42;46;48;260
FORTALEZA;23264209;ESCOLA MUNICIPAL ODILON GONZAGA BRAVEZA;2022;Critico;39;44;45;244
FORTALEZA;23184914;ESCOLA MUNICIPAL PADRE ANTONIO MONTEIRO DA CRUZ;2019;Critico;37;41;42;229
FORTALEZA;23184914;ESCOLA MUNICIPAL PADRE ANTONIO MONTEIRO DA CRUZ;2022;Critico;37;41;42;227
FORTALEZA;23072180;ESCOLA MUNICIPAL PADRE ARIMATEIA DINIZ;2019;Critico;39;44;45;245
FORTALEZA;23072180;ESCOLA MUNICIPAL PADRE ARIMATEIA DINIZ;2022;Critico;39;44;45;245
FORTALEZA;23072180;ESCOLA MUNICIPAL PADRE JOSE ARIMATEIA DINIZ;2018;Critico;41;45;47;254
FORTALEZA;23072911;ESCOLA MUNICIPAL PRESIDENTE KENNEDY;2018;Critico;42;47;48;262
FORTALEZA;23072911;ESCOLA MUNICIPAL PRESIDENTE KENNEDY;2019;Critico;43;48;50;270
FORTALEZA;23072911;ESCOLA MUNICIPAL PRESIDENTE KENNEDY;2022;Critico;42;46;48;259
FORTALEZA;23065125;ESCOLA MUNICIPAL PROFESSOR AMERICO BARREIRA;2018;Critico;41;45;47;254
FORTALEZA;23065125;ESCOLA MUNICIPAL PROFESSOR AMERICO BARREIRA;2019;Critico;39;43;44;242
FORTALEZA;23065125;ESCOLA MUNICIPAL PROFESSOR AMERICO BARREIRA;2022;Critico;37;41;42;231
FORTALEZA;23277572;ESCOLA MUNICIPAL PROFESSOR ASTHON GUILHERME DA SILVA;2022;Critico;36;40;42;226
FORTALEZA;23250631;ESCOLA MUNICIPAL PROFESSOR ERNESTO GURGEL;2018;Critico;39;44;45;245
FORTALEZA;23250631;ESCOLA MUNICIPAL PROFESSOR ERNESTO GURGEL;2019;Critico;38;42;43;236
FORTALEZA;23250631;ESCOLA MUNICIPAL PROFESSOR ERNESTO GURGEL;2022;Critico;39;44;45;244
FORTALEZA;23071435;ESCOLA MUNICIPAL PROFESSOR JACINTO BOTELHO;2018;Critico;39;43;44;241
FORTALEZA;23071435;ESCOLA MUNICIPAL PROFESSOR JACINTO BOTELHO;2019;Critico;38;42;43;234
FORTALEZA;23071435;ESCOLA MUNICIPAL PROFESSOR JACINTO BOTELHO;2022;Critico;37;42;43;233
FORTALEZA;23069350;ESCOLA MUNICIPAL PROFESSOR JOSE MILITAO DE ALBUQUERQUE;2022;Critico;39;43;44;240
FORTALEZA;23072504;ESCOLA MUNICIPAL PROFESSOR JOSE PARSIFAL BARROSO;2018;Critico;39;44;45;244
FORTALEZA;23072504;ESCOLA MUNICIPAL PROFESSOR JOSE PARSIFAL BARROSO;2019;Critico;40;44;45;247
FORTALEZA;23072504;ESCOLA MUNICIPAL PROFESSOR JOSE PARSIFAL BARROSO;2022;Critico;38;42;43;235
FORTALEZA;23072520;ESCOLA MUNICIPAL PROFESSOR JOSE REBOUCAS MACAMBIRA;2018;Critico;42;46;48;260
FORTALEZA;23072520;ESCOLA MUNICIPAL PROFESSOR JOSE REBOUCAS MACAMBIRA;2019;Critico;39;43;45;244
FORTALEZA;23072520;ESCOLA MUNICIPAL PROFESSOR JOSE REBOUCAS MACAMBIRA;2022;Critico;39;43;44;242
FORTALEZA;23187840;ESCOLA MUNICIPAL PROFESSOR LUIS COSTA;2018;Critico;39;43;45;243
FORTALEZA;23212543;ESCOLA MUNICIPAL PROFESSOR LUIS RECAMONDE CAPELO;2018;Critico;40;44;46;249
FORTALEZA;23212543;ESCOLA MUNICIPAL PROFESSOR LUIS RECAMONDE CAPELO;2019;Critico;41;45;47;254
FORTALEZA;23212543;ESCOLA MUNICIPAL PROFESSOR LUIS RECAMONDE CAPELO;2022;Critico;39;43;44;241
FORTALEZA;23325216;ESCOLA MUNICIPAL PROFESSOR MANUEL EDUARDO PINHEIRO CAMPOS;2018;Critico;41;45;47;254
FORTALEZA;23325216;ESCOLA MUNICIPAL PROFESSOR MANUEL EDUARDO PINHEIRO CAMPOS;2019;Critico;40;44;45;246
FORTALEZA;23325216;ESCOLA MUNICIPAL PROFESSOR MANUEL EDUARDO PINHEIRO CAMPOS;2022;Critico;38;42;43;234
FORTALEZA;23074140;ESCOLA MUNICIPAL PROFESSOR MARTINZ DE AGUIAR;2018;Critico;39;43;45;243
FORTALEZA;23074140;ESCOLA MUNICIPAL PROFESSOR MARTINZ DE AGUIAR;2019;Critico;39;43;45;244
FORTALEZA;23074140;ESCOLA MUNICIPAL PROFESSOR MARTINZ DE AGUIAR;2022;Critico;40;44;45;246
FORTALEZA;23186690;ESCOLA MUNICIPAL PROFESSOR OSMIRIO DE OLIVEIRA BARRETO;2018;Critico;42;46;48;259
FORTALEZA;23186690;ESCOLA MUNICIPAL PROFESSOR OSMIRIO DE OLIVEIRA BARRETO;2019;Critico;40;44;45;246
FORTALEZA;23064927;ESCOLA MUNICIPAL PROFESSORA ALDACI BARBOSA;2018;Critico;40;44;45;246
FORTALEZA;23064927;ESCOLA MUNICIPAL PROFESSORA ALDACI BARBOSA;2019;Critico;38;42;43;236
FORTALEZA;23064927;ESCOLA MUNICIPAL PROFESSORA ALDACI BARBOSA;2022;Critico;37;41;42;230
FORTALEZA;23070188;ESCOLA MUNICIPAL PROFESSORA FERNANDA MARIA DE ALENCAR COLARES;2018;Critico;41;45;46;252
FORTALEZA;23070188;ESCOLA MUNICIPAL PROFESSORA FERNANDA MARIA DE ALENCAR COLARES;2019;Critico;40;44;45;246
FORTALEZA;23070188;ESCOLA MUNICIPAL PROFESSORA FERNANDA MARIA DE ALENCAR COLARES;2022;Critico;40;44;46;248
FORTALEZA;23257059;ESCOLA MUNICIPAL PROFESSORA IRENE DE SOUZA PEREIRA;2018;Critico;41;46;47;258
FORTALEZA;23257059;ESCOLA MUNICIPAL PROFESSORA IRENE DE SOUZA PEREIRA;2019;Critico;39;43;45;243
FORTALEZA;23257059;ESCOLA MUNICIPAL PROFESSORA IRENE DE SOUZA PEREIRA;2022;Critico;38;42;43;234
FORTALEZA;23073144;ESCOLA MUNICIPAL PROFESSORA LIREDA FACO;2018;Critico;38;42;44;237
FORTALEZA;23073144;ESCOLA MUNICIPAL PROFESSORA LIREDA FACO;2019;Critico;39;43;44;241
FORTALEZA;23073144;ESCOLA MUNICIPAL PROFESSORA LIREDA FACO;2022;Critico;39;43;44;241
FORTALEZA;23324279;ESCOLA MUNICIPAL PROFESSORA MARIA ANTONEZIA MEIRELES E SA;2018;Critico;39;44;45;245
FORTALEZA;23324279;ESCOLA MUNICIPAL PROFESSORA MARIA ANTONEZIA MEIRELES E SA;2019;Critico;39;43;45;242
FORTALEZA;23324279;ESCOLA MUNICIPAL PROFESSORA MARIA ANTONEZIA MEIRELES E SA;2022;Critico;40;44;46;249
FORTALEZA;23073608;ESCOLA MUNICIPAL PROFESSORA MARIA GONDIM DOS SANTOS;2018;Critico;40;44;46;248
FORTALEZA;23073608;ESCOLA MUNICIPAL PROFESSORA MARIA GONDIM DOS SANTOS;2019;Critico;38;42;43;234
FORTALEZA;23073608;ESCOLA MUNICIPAL PROFESSORA MARIA GONDIM DOS SANTOS;2022;Critico;38;42;43;234
FORTALEZA;23325224;ESCOLA MUNICIPAL PROFESSORA MARIA JOSE MACARIO COELHO;2018;Critico;38;42;44;237
FORTALEZA;23325224;ESCOLA MUNICIPAL PROFESSORA MARIA JOSE MACARIO COELHO;2019;Critico;40;44;45;246
FORTALEZA;23325224;ESCOLA MUNICIPAL PROFESSORA MARIA JOSE MACARIO COELHO;2022;Critico;39;43;45;243
FORTALEZA;23073748;ESCOLA MUNICIPAL PROFESSORA MARIA STELLA COCHRANE SANTIAGO;2018;Critico;40;45;46;249
FORTALEZA;23073748;ESCOLA MUNICIPAL PROFESSORA MARIA STELLA COCHRANE SANTIAGO;2019;Critico;41;45;47;254
FORTALEZA;23073748;ESCOLA MUNICIPAL PROFESSORA MARIA STELLA COCHRANE SANTIAGO;2022;Critico;39;43;44;240
FORTALEZA;23078006;ESCOLA MUNICIPAL PROFESSORA TEREZINHA FERREIRA PARENTE;2018;Critico;39;43;45;243
FORTALEZA;23078006;ESCOLA MUNICIPAL PROFESSORA TEREZINHA FERREIRA PARENTE;2019;Critico;39;44;45;245
FORTALEZA;23078006;ESCOLA MUNICIPAL PROFESSORA TEREZINHA FERREIRA PARENTE;2022;Critico;37;41;42;231
FORTALEZA;23078448;ESCOLA MUNICIPAL PROFESSORA VICENTINA CAMPOS MARINHO LOPES;2018;Critico;40;44;46;249
FORTALEZA;23078448;ESCOLA MUNICIPAL PROFESSORA VICENTINA CAMPOS MARINHO LOPES;2019;Critico;41;45;46;253
FORTALEZA;23078448;ESCOLA MUNICIPAL PROFESSORA VICENTINA CAMPOS MARINHO LOPES;2022;Critico;38;43;44;239
FORTALEZA;23075074;ESCOLA MUNICIPAL PROJETO NASCENTE;2018;Critico;41;46;47;257
FORTALEZA;23075074;ESCOLA MUNICIPAL PROJETO NASCENTE;2019;Critico;40;44;46;249
FORTALEZA;23075074;ESCOLA MUNICIPAL PROJETO NASCENTE;2022;Critico;39;44;45;245
FORTALEZA;23076798;ESCOLA MUNICIPAL RACHEL DE QUEIROZ;2018;Critico;38;42;43;235
FORTALEZA;23076720;ESCOLA MUNICIPAL RACHEL VIANA MARTINS;2018;Critico;39;44;45;245
FORTALEZA;23076720;ESCOLA MUNICIPAL RACHEL VIANA MARTINS;2019;Critico;39;43;44;242
FORTALEZA;23076720;ESCOLA MUNICIPAL RACHEL VIANA MARTINS;2022;Critico;37;41;42;231
FORTALEZA;23256761;ESCOLA MUNICIPAL RAIMUNDO MOREIRA SENA;2022;Muito Critico;35;39;40;218
FORTALEZA;23184779;ESCOLA MUNICIPAL RAIMUNDO SOARES DE SOUZA;2022;Critico;38;42;43;236
FORTALEZA;23263318;ESCOLA MUNICIPAL REITOR PEDRO TEIXEIRA BARROSO;2018;Critico;40;45;46;250
FORTALEZA;23263318;ESCOLA MUNICIPAL REITOR PEDRO TEIXEIRA BARROSO;2019;Critico;39;43;44;240
FORTALEZA;23263318;ESCOLA MUNICIPAL REITOR PEDRO TEIXEIRA BARROSO;2022;Critico;38;42;44;237
FORTALEZA;23077131;ESCOLA MUNICIPAL ROGACIANO LEITE;2018;Critico;40;45;46;252
FORTALEZA;23077131;ESCOLA MUNICIPAL ROGACIANO LEITE;2019;Critico;39;43;44;242
FORTALEZA;23077131;ESCOLA MUNICIPAL ROGACIANO LEITE;2022;Critico;38;42;44;237
FORTALEZA;23187778;ESCOLA MUNICIPAL SANTA MARIA;2018;Critico;42;47;48;261
FORTALEZA;23187778;ESCOLA MUNICIPAL SANTA MARIA;2019;Critico;40;45;46;251
FORTALEZA;23187778;ESCOLA MUNICIPAL SANTA MARIA;2022;Critico;39;43;44;242
FORTALEZA;23272724;ESCOLA MUNICIPAL SANTOS DUMONT;2018;Critico;39;44;45;245
FORTALEZA;23272724;ESCOLA MUNICIPAL SANTOS DUMONT;2019;Critico;38;42;44;237
FORTALEZA;23272724;ESCOLA MUNICIPAL SANTOS DUMONT;2022;Critico;39;43;44;241
FORTALEZA;23256060;ESCOLA MUNICIPAL SAO JOSE;2018;Critico;40;45;46;250
FORTALEZA;23256060;ESCOLA MUNICIPAL SAO JOSE;2019;Critico;40;45;46;250
FORTALEZA;23256060;ESCOLA MUNICIPAL SAO JOSE;2022;Critico;39;43;44;240
FORTALEZA;23269170;ESCOLA MUNICIPAL SAO RAFAEL;2022;Critico;37;41;42;230
FORTALEZA;23077450;ESCOLA MUNICIPAL SEBASTIANA ALDIGUERI;2018;Critico;39;43;44;241
FORTALEZA;23077450;ESCOLA MUNICIPAL SEBASTIANA ALDIGUERI;2019;Critico;39;43;45;243
FORTALEZA;23077450;ESCOLA MUNICIPAL SEBASTIANA ALDIGUERI;2022;Critico;38;43;44;239
FORTALEZA;23077468;ESCOLA MUNICIPAL SEBASTIAO DE ABREU;2018;Critico;40;45;46;250
FORTALEZA;23077468;ESCOLA MUNICIPAL SEBASTIAO DE ABREU;2019;Critico;39;43;44;241
FORTALEZA;23077468;ESCOLA MUNICIPAL SEBASTIAO DE ABREU;2022;Critico;38;42;43;235
FORTALEZA;23272082;ESCOLA MUNICIPAL SECRETARIO ESCOLAR FRANCISCO DE ASSIS MOREL FERNANDES;2018;Critico;40;45;46;251
FORTALEZA;23272082;ESCOLA MUNICIPAL SECRETARIO ESCOLAR FRANCISCO DE ASSIS MOREL FERNANDES;2019;Critico;38;42;43;236
FORTALEZA;23547987;ESCOLA MUNICIPAL SECRETARIO PAULO PETROLA;2018;Intermediario;46;51;53;288
FORTALEZA;23547987;ESCOLA MUNICIPAL SECRETARIO PAULO PETROLA;2019;Intermediario;45;50;51;278
FORTALEZA;23547987;ESCOLA MUNICIPAL SECRETARIO PAULO PETROLA;2022;Critico;41;46;47;255
FORTALEZA;23077794;ESCOLA MUNICIPAL TAIS MARIA BEZERRA NOGUEIRA;2018;Critico;39;43;44;240
FORTALEZA;23077794;ESCOLA MUNICIPAL TAIS MARIA BEZERRA NOGUEIRA;2019;Critico;39;44;45;245
FORTALEZA;23077794;ESCOLA MUNICIPAL TAIS MARIA BEZERRA NOGUEIRA;2022;Critico;40;44;45;246
FORTALEZA;23078030;ESCOLA MUNICIPAL THOMAZ POMPEU SOBRINHO;2018;Critico;41;45;46;253
FORTALEZA;23078030;ESCOLA MUNICIPAL THOMAZ POMPEU SOBRINHO;2019;Critico;39;43;44;241
FORTALEZA;23078030;ESCOLA MUNICIPAL THOMAZ POMPEU SOBRINHO;2022;Critico;38;42;43;235
FORTALEZA;23072229;ESCOLA MUNICIPAL VEREADOR JOSE BARROS DE ALENCAR;2018;Critico;39;44;45;245
FORTALEZA;23072229;ESCOLA MUNICIPAL VEREADOR JOSE BARROS DE ALENCAR;2019;Critico;38;42;43;235
FORTALEZA;23072229;ESCOLA MUNICIPAL VEREADOR JOSE BARROS DE ALENCAR;2022;Critico;37;41;42;231
FORTALEZA;23078413;ESCOLA MUNICIPAL VICENTE FIALHO;2018;Critico;40;45;46;251
FORTALEZA;23078413;ESCOLA MUNICIPAL VICENTE FIALHO;2019;Critico;41;45;47;254
FORTALEZA;23078413;ESCOLA MUNICIPAL VICENTE FIALHO;2022;Critico;40;45;46;250
FORTALEZA;23078553;ESCOLA MUNICIPAL WALDEMAR BARROSO;2018;Critico;41;45;46;253
FORTALEZA;23078553;ESCOLA MUNICIPAL WALDEMAR BARROSO;2019;Critico;39;43;44;241
FORTALEZA;23078553;ESCOLA MUNICIPAL WALDEMAR BARROSO;2022;Critico;41;45;46;252
FORTALEZA;23078596;ESCOLA MUNICIPAL WASHINGTON SOARES;2018;Critico;37;41;42;231
FORTALEZA;23078596;ESCOLA MUNICIPAL WASHINGTON SOARES;2019;Critico;40;44;45;246
FORTALEZA;23078596;ESCOLA MUNICIPAL WASHINGTON SOARES;2022;Critico;37;41;42;227
FORTALEZA;23078600;ESCOLA MUNICIPAL YOLANDA QUEIROZ;2018;Critico;42;47;48;263
FORTALEZA;23078600;ESCOLA MUNICIPAL YOLANDA QUEIROZ;2019;Critico;38;43;44;239
FORTALEZA;23078600;ESCOLA MUNICIPAL YOLANDA QUEIROZ;2022;Critico;38;42;43;234
FORTALEZA;23078626;ESCOLA MUNICIPAL ZAIRA MONTEIRO GONDIM;2018;Critico;41;46;47;257
FORTALEZA;23078626;ESCOLA MUNICIPAL ZAIRA MONTEIRO GONDIM;2019;Critico;41;46;47;255
FORTALEZA;23078626;ESCOLA MUNICIPAL ZAIRA MONTEIRO GONDIM;2022;Critico;39;43;44;241
FORTALEZA;23213140;Ma ROCHELLE DA SILVA EMEIEF;2019;Critico;41;45;46;252
